0	-4	0	-0.975	0.0
0	-4	0	-0.925	0.0
0	-4	0	-0.875	0.0
0	-4	0	-0.825	0.0
0	-4	0	-0.775	0.0
0	-4	0	-0.725	0.0
0	-4	0	-0.675	0.0
0	-4	0	-0.625	0.0
0	-4	0	-0.575	0.0
0	-4	0	-0.525	0.0
0	-4	0	-0.475	0.0
0	-4	0	-0.425	0.0
0	-4	0	-0.375	0.0
0	-4	0	-0.325	0.0
0	-4	0	-0.275	0.0
0	-4	0	-0.225	0.0
0	-4	0	-0.175	0.0
0	-4	0	-0.125	0.0
0	-4	0	-0.075	0.0
0	-4	0	-0.025	0.0
0	-4	0	0.025	0.0
0	-4	0	0.075	0.0
0	-4	0	0.125	0.0
0	-4	0	0.175	0.0
0	-4	0	0.225	0.0
0	-4	0	0.275	0.0
0	-4	0	0.325	0.0
0	-4	0	0.375	0.0
0	-4	0	0.425	0.0
0	-4	0	0.475	0.0
0	-4	0	0.525	0.0
0	-4	0	0.575	0.0
0	-4	0	0.625	0.0
0	-4	0	0.675	0.0
0	-4	0	0.725	0.0
0	-4	0	0.775	0.0
0	-4	0	0.825	0.0
0	-4	0	0.875	0.0
0	-4	0	0.925	0.0
0	-4	0	0.975	1.0
0	-4	1	-0.975	0.0
0	-4	1	-0.925	0.0
0	-4	1	-0.875	0.0
0	-4	1	-0.825	0.0
0	-4	1	-0.775	0.0
0	-4	1	-0.725	0.0
0	-4	1	-0.675	0.0
0	-4	1	-0.625	0.0
0	-4	1	-0.575	0.0
0	-4	1	-0.525	0.0
0	-4	1	-0.475	0.0
0	-4	1	-0.425	0.0
0	-4	1	-0.375	0.0
0	-4	1	-0.325	0.0
0	-4	1	-0.275	0.0
0	-4	1	-0.225	0.0
0	-4	1	-0.175	0.0
0	-4	1	-0.125	0.14285714285714285
0	-4	1	-0.075	0.14285714285714285
0	-4	1	-0.025	0.21428571428571427
0	-4	1	0.025	0.07142857142857142
0	-4	1	0.075	0.2857142857142857
0	-4	1	0.125	0.14285714285714285
0	-4	1	0.175	0.0
0	-4	1	0.225	0.0
0	-4	1	0.275	0.0
0	-4	1	0.325	0.0
0	-4	1	0.375	0.0
0	-4	1	0.425	0.0
0	-4	1	0.475	0.0
0	-4	1	0.525	0.0
0	-4	1	0.575	0.0
0	-4	1	0.625	0.0
0	-4	1	0.675	0.0
0	-4	1	0.725	0.0
0	-4	1	0.775	0.0
0	-4	1	0.825	0.0
0	-4	1	0.875	0.0
0	-4	1	0.925	0.0
0	-4	1	0.975	0.0
0	-4	2	-0.975	0.0
0	-4	2	-0.925	0.0
0	-4	2	-0.875	0.0
0	-4	2	-0.825	0.0
0	-4	2	-0.775	0.0
0	-4	2	-0.725	0.0
0	-4	2	-0.675	0.0
0	-4	2	-0.625	0.0
0	-4	2	-0.575	0.0
0	-4	2	-0.525	0.0
0	-4	2	-0.475	0.0
0	-4	2	-0.425	0.0
0	-4	2	-0.375	0.0
0	-4	2	-0.325	0.0
0	-4	2	-0.275	0.0
0	-4	2	-0.225	0.0
0	-4	2	-0.175	0.0
0	-4	2	-0.125	0.23076923076923078
0	-4	2	-0.075	0.07692307692307693
0	-4	2	-0.025	0.0
0	-4	2	0.025	0.23076923076923078
0	-4	2	0.075	0.07692307692307693
0	-4	2	0.125	0.15384615384615385
0	-4	2	0.175	0.07692307692307693
